,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,31,11,10,1,0,27,1,+26
1,2,Borussia Dortmund,23,12,6,5,1,27,15,+12
2,3,VfL Wolfsbourg,17,12,5,2,5,14,16,-2
3,4,VfB Stuttgart,17,12,5,2,5,12,20,-8
4,5,SC Fribourg,16,11,4,4,3,14,12,+2
5,6,Bayer Leverkusen,16,12,4,4,4,20,20,0
6,7,Eintracht Francfort,14,12,4,2,6,13,18,-5
7,8,Hambourg SV,13,12,3,4,5,14,20,-6
8,9,1. FSV Mayence 05,12,11,3,3,5,14,16,-2
9,10,Borussia Mönchengladbach,12,12,2,6,4,12,20,-8
10,11,Werder Brême,11,12,3,2,7,21,28,-7
11,12,Schalke 04,10,11,2,4,5,14,22,-8
12,13,FC Nuremberg,10,12,2,4,6,8,18,-10
13,14,SpVgg Greuther Fürth,9,11,2,3,6,9,17,-8
14,15,Fortuna Düsseldorf,8,11,2,2,7,10,14,-4
15,16,Hanovre 96,7,11,2,1,8,18,27,-9
16,17,FC Augsburg,7,11,1,4,6,10,19,-9
17,18,TSG 1899 Hoffenheim,4,11,1,1,9,12,24,-12
