,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,26,13,7,5,1,20,7,+13
1,2,Fiorentina,24,13,7,3,3,21,13,+8
2,3,AS Rome,22,12,6,4,2,14,11,+3
3,4,SSC Naples,21,13,6,3,4,16,14,+2
4,5,Lazio Rome,19,13,5,4,4,20,14,+6
5,6,Genoa CFC,19,12,5,4,3,19,15,+4
6,7,Inter Milan,17,13,4,5,4,15,17,-2
7,8,Sampdoria Gênes,17,13,4,5,4,15,18,-3
8,9,Torino FC,15,12,4,3,5,13,16,-3
9,10,Chievo Vérone,14,12,4,2,6,8,15,-7
10,11,US Sassuolo Calcio,14,13,3,5,5,16,24,-8
11,12,Milan AC,13,12,2,7,3,17,19,-2
12,13,Hellas Vérone,13,13,3,4,6,14,26,-12
13,14,Udinese,12,13,3,3,7,10,19,-9
14,15,Empoli FC,11,12,1,8,3,12,15,-3
15,16,Cagliari,11,12,2,5,5,18,22,-4
16,17,Atalanta Bergame,10,13,2,4,7,8,17,-9
17,18,US Palerme,8,12,1,5,6,17,26,-9
18,19,AC Cesena,5,12,1,2,9,9,24,-15
19,20,Parme FC  ,4,12,1,1,10,8,28,-20
